Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, extension cord is ",absent,present,extension cord,49,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, soldering iron is ",absent,present,soldering iron,50,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, plaster is ",absent,absent,plaster,51,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, wheelbarrow is ",absent,present,wheelbarrow,52,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, axe is ",absent,present,axe,53,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, slide rule is ",absent,present,slide rule,54,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, cement is ",absent,present,cement,55,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, anvil is ",absent,absent,anvil,56,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, hatchet is ",absent,present,hatchet,57,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, rag is ",absent,present,rag,58,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, scissor is ",absent,absent,scissor,59,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: sandpaper, apron, sander, axe, hacksaw, hatchet, ruler, nail, drill, rag, wheelbarrow, glue, T-square, paintbrush, blueprint, cement, brace, tape measure, slide rule, pliers, plane, pencil, hammer, sledge hammer, sawhorse, nut, soldering iron, extension cord, lumber, wrench, lathe. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, crane is ",absent,absent,crane,60,tool
