Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, counter is ",absent,absent,counter,51,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, clock is ",absent,present,clock,52,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, drape is ",absent,present,drape,53,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, refrigerator is ",absent,present,refrigerator,54,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, picture is ",absent,present,picture,55,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, closet is ",absent,absent,closet,56,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, vase is ",absent,absent,vase,57,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, ashtray is ",absent,absent,ashtray,58,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, fan is ",absent,absent,fan,59,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, telephone is ",absent,absent,telephone,60,furniture
