Preamble|Person|Fan_Person|Place|Fan_Place|Dependent_Variable|True_Category|stimulus_prob
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Farm"". In the previous list, Sentence 1 is "|Programmer|0.0|Farm|0.04|absent|absent|[-16.142210006713867, -16.486482620239258, -16.116254806518555, -15.897172927856445, -14.068326950073242, -12.99647331237793, -17.354904174804688, -15.088102340698242, -17.223730087280273, -16.077701568603516, -17.63715362548828, -17.459896087646484, -18.815078735351562, -15.71672248840332, -14.521177291870117, -15.527168273925781, -16.4549617767334, -16.889461517333984, -15.89451789855957, -17.359596252441406, -13.005300521850586, -18.247900009155273, -13.122817993164062, -15.329824447631836, -15.771116256713867, -17.839401245117188, -15.319942474365234, -15.891084671020508, -14.895366668701172, -19.545673370361328, -16.143577575683594, -15.419822692871094, -16.20793914794922, -14.794422149658203, -14.453325271606445, -14.473060607910156, -19.501924514770508, -14.301931381225586, -13.701780319213867, -16.327396392822266, -12.460906982421875, -15.855283737182617, -16.8509464263916, -16.834636688232422, -15.390214920043945, -14.176937103271484, -18.242136001586914, -15.122474670410156, -16.64747428894043, -16.558732986450195]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Church"". In the previous list, Sentence 1 is "|Programmer|0.0|Church|0.1|absent|absent|[-16.4564208984375, -14.041248321533203, -15.546648025512695, -15.727777481079102, -14.845220565795898, -18.10141944885254, -18.090192794799805, -17.884109497070312, -15.635892868041992, -15.370351791381836, -13.92098617553711, -14.367109298706055, -14.007307052612305, -17.411319732666016, -14.16064453125, -17.841201782226562, -20.285995483398438, -15.704172134399414, -16.86697769165039, -16.231643676757812, -15.534242630004883, -17.56355094909668, -14.741355895996094, -17.19959259033203, -14.647085189819336, -14.24496841430664, -14.984565734863281, -15.597444534301758, -16.969470977783203, -14.554569244384766, -16.891098022460938, -14.899566650390625, -14.18643569946289, -20.383743286132812, -12.65530776977539, -15.557405471801758, -15.221246719360352, -16.101181030273438, -16.19738006591797, -14.650754928588867, -15.585824966430664, -14.525836944580078, -16.507917404174805, -13.718328475952148, -20.02501106262207, -15.338228225708008, -12.732030868530273, -16.803966522216797, -17.215898513793945, -15.988546371459961]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the School"". In the previous list, Sentence 1 is "|Programmer|0.0|School|0.02|absent|absent|[-17.040279388427734, -17.019250869750977, -17.69034767150879, -15.71112060546875, -15.829702377319336, -14.77298355102539, -19.66166877746582, -14.975774765014648, -16.961566925048828, -17.659757614135742, -16.697351455688477, -16.079484939575195, -14.238954544067383, -19.3005428314209, -15.674678802490234, -16.77560043334961, -14.442132949829102, -16.710277557373047, -14.692792892456055, -16.39266014099121, -13.396617889404297, -19.024765014648438, -16.750703811645508, -13.912357330322266, -12.788009643554688, -14.84039306640625, -17.021940231323242, -19.206525802612305, -14.594060897827148, -17.272987365722656, -14.683038711547852, -16.07931900024414, -16.136682510375977, -16.159011840820312, -16.45146369934082, -16.201614379882812, -17.605810165405273, -15.586196899414062, -15.142618179321289, -14.175985336303711, -19.097915649414062, -14.98044204711914, -16.286951065063477, -15.035934448242188, -16.216487884521484, -16.11129379272461, -15.618494033813477, -16.806062698364258, -16.49835205078125, -14.275266647338867]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Bank"". In the previous list, Sentence 1 is "|Programmer|0.0|Bank|0.12|absent|absent|[-18.71132469177246, -17.485904693603516, -15.8248291015625, -17.226428985595703, -13.757425308227539, -15.71786880493164, -19.280527114868164, -15.675617218017578, -15.074590682983398, -17.622217178344727, -13.950859069824219, -17.804628372192383, -14.28427505493164, -15.163326263427734, -17.134248733520508, -14.828182220458984, -16.582279205322266, -15.905288696289062, -14.81985855102539, -16.55881690979004, -15.841146469116211, -18.140851974487305, -14.621139526367188, -16.434707641601562, -13.160379409790039, -16.251184463500977, -17.72067642211914, -15.703248977661133, -17.371601104736328, -14.311264038085938, -15.233816146850586, -13.8521728515625, -16.21978759765625, -16.498146057128906, -16.2329158782959, -17.361045837402344, -14.227848052978516, -15.157470703125, -15.479001998901367, -13.986091613769531, -15.956157684326172, -14.328378677368164, -13.11237907409668, -18.52808380126953, -14.848163604736328, -17.95383071899414, -13.500068664550781, -15.191329956054688, -15.045068740844727, -16.508281707763672]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Hotel"". In the previous list, Sentence 1 is "|Programmer|0.0|Hotel|0.14|absent|absent|[-14.666242599487305, -16.918167114257812, -15.278751373291016, -16.369802474975586, -13.843507766723633, -18.229583740234375, -15.443729400634766, -16.019424438476562, -17.1708984375, -18.78373146057129, -13.807697296142578, -20.612926483154297, -14.934013366699219, -17.83597755432129, -13.434547424316406, -13.469320297241211, -19.16729164123535, -12.77243423461914, -17.231647491455078, -16.511913299560547, -14.612983703613281, -15.16703987121582, -15.352117538452148, -14.782814025878906, -14.664020538330078, -16.104928970336914, -14.767496109008789, -17.392902374267578, -14.026046752929688, -17.19481658935547, -17.76688575744629, -14.365333557128906, -12.817598342895508, -16.542848587036133, -14.77975082397461, -13.925159454345703, -15.949634552001953, -15.267732620239258, -15.1124267578125, -15.715278625488281, -14.395082473754883, -13.200551986694336, -15.743404388427734, -18.353967666625977, -14.42418098449707, -15.754386901855469, -14.155023574829102, -14.763801574707031, -15.70278549194336, -13.074501037597656]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Restaurant"". In the previous list, Sentence 1 is "|Programmer|0.0|Restaurant|0.06|absent|absent|[-15.44002914428711, -14.781946182250977, -13.926605224609375, -16.859607696533203, -17.33086585998535, -15.87337875366211, -13.554521560668945, -15.460378646850586, -15.942193984985352, -15.72230339050293, -15.967411041259766, -14.35600471496582, -15.289999008178711, -14.529754638671875, -15.156370162963867, -16.415836334228516, -16.090721130371094, -19.51213836669922, -16.989952087402344, -15.871149063110352, -15.926862716674805, -14.22958755493164, -15.414388656616211, -14.392696380615234, -15.881017684936523, -16.051084518432617, -15.05624008178711, -15.653623580932617, -16.98407554626465, -15.546335220336914, -18.581987380981445, -14.142166137695312, -15.169410705566406, -16.352861404418945, -13.759986877441406, -18.595897674560547, -14.378721237182617, -16.40894889831543, -16.614852905273438, -17.968978881835938, -14.537332534790039, -15.673410415649414, -16.08909797668457, -14.800207138061523, -14.322185516357422, -17.831777572631836, -14.194589614868164, -15.673364639282227, -17.618423461914062, -14.422262191772461]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Construction Site"". In the previous list, Sentence 1 is "|Programmer|0.0|Construction Site|0.02|absent|absent|[-12.446197509765625, -15.747880935668945, -16.14057731628418, -15.853641510009766, -14.550342559814453, -15.250272750854492, -15.767599105834961, -19.186370849609375, -17.54912567138672, -12.860799789428711, -12.080671310424805, -15.659137725830078, -17.0457820892334, -19.405105590820312, -16.110824584960938, -15.68505859375, -17.75927734375, -16.29170036315918, -11.495159149169922, -14.704141616821289, -14.99089241027832, -16.318424224853516, -17.278491973876953, -18.511795043945312, -15.586568832397461, -19.476572036743164, -15.30517578125, -17.67674446105957, -13.382375717163086, -11.921348571777344, -17.334306716918945, -15.751672744750977, -16.43790626525879, -14.279754638671875, -18.514442443847656, -13.174192428588867, -16.920848846435547, -15.425966262817383, -16.53704261779785, -16.954425811767578, -17.551240921020508, -14.05609130859375, -15.429500579833984, -15.219308853149414, -13.338623046875, -14.705852508544922, -16.612369537353516, -13.626924514770508, -16.223796844482422, -15.378170013427734]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Library"". In the previous list, Sentence 1 is "|Programmer|0.0|Library|0.04|absent|absent|[-16.487520217895508, -15.103271484375, -15.54865837097168, -16.573396682739258, -16.70265769958496, -13.483217239379883, -16.773683547973633, -16.021337509155273, -14.879203796386719, -12.851150512695312, -19.044340133666992, -18.662681579589844, -15.72348403930664, -16.29949188232422, -14.89286994934082, -15.614692687988281, -15.012067794799805, -18.456430435180664, -14.970497131347656, -14.104875564575195, -15.051620483398438, -16.23090934753418, -16.4997615814209, -16.742172241210938, -15.679719924926758, -15.141988754272461, -16.453405380249023, -16.74222755432129, -15.450920104980469, -14.553823471069336, -16.220932006835938, -14.995746612548828, -16.01630973815918, -17.03252410888672, -14.827430725097656, -13.992105484008789, -14.58842658996582, -17.92519760131836, -14.860406875610352, -15.826604843139648, -14.71419906616211, -16.07008171081543, -15.954334259033203, -16.228694915771484, -16.420154571533203, -14.536235809326172, -15.089910507202148, -15.432916641235352, -15.613574981689453, -14.346534729003906]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Office Building"". In the previous list, Sentence 1 is "|Programmer|0.0|Office Building|0.02|absent|absent|[-16.271711349487305, -16.97856903076172, -15.498147964477539, -17.364412307739258, -14.597883224487305, -14.984725952148438, -17.74505615234375, -17.85917854309082, -17.70103645324707, -15.877944946289062, -15.571073532104492, -14.244022369384766, -15.745861053466797, -15.068897247314453, -18.433542251586914, -14.86135482788086, -13.717674255371094, -15.588857650756836, -16.62295150756836, -16.289682388305664, -16.24773406982422, -15.802942276000977, -15.617536544799805, -15.346342086791992, -14.631122589111328, -15.395669937133789, -14.926179885864258, -17.354772567749023, -14.835012435913086, -14.440900802612305, -15.08975601196289, -15.17281723022461, -18.147560119628906, -18.243440628051758, -18.116329193115234, -14.977653503417969, -17.106685638427734, -18.778635025024414, -12.980613708496094, -14.600835800170898, -19.002073287963867, -14.096717834472656, -15.146259307861328, -13.438886642456055, -15.892402648925781, -17.4774169921875, -16.19964599609375, -18.128618240356445, -14.86458969116211, -15.48583984375]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Pharmacy"". In the previous list, Sentence 1 is "|Programmer|0.0|Pharmacy|0.02|absent|absent|[-16.40083122253418, -16.743173599243164, -19.44586753845215, -15.40786361694336, -19.210975646972656, -15.729255676269531, -16.064680099487305, -16.115997314453125, -14.134906768798828, -16.462181091308594, -15.892461776733398, -15.875850677490234, -15.493410110473633, -16.528167724609375, -19.358694076538086, -14.52676010131836, -14.959028244018555, -16.29328155517578, -18.78940200805664, -19.917203903198242, -16.71338653564453, -17.24355125427246, -16.509300231933594, -17.044607162475586, -17.212753295898438, -15.564657211303711, -14.735748291015625, -16.550739288330078, -14.287776947021484, -15.34698486328125, -17.63346290588379, -17.774703979492188, -14.792936325073242, -16.747098922729492, -16.409423828125, -16.410810470581055, -14.23954963684082, -19.38006019592285, -19.388187408447266, -14.497907638549805, -15.774450302124023, -16.295673370361328, -14.188268661499023, -19.108028411865234, -15.24471664428711, -14.106382369995117, -17.94451141357422, -19.243850708007812, -16.837223052978516, -13.655963897705078]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Courthouse"". In the previous list, Sentence 1 is "|Programmer|0.0|Courthouse|0.04|absent|absent|[-16.0957088470459, -17.09222412109375, -15.303962707519531, -14.147296905517578, -19.818071365356445, -17.81138801574707, -15.867198944091797, -15.456741333007812, -13.422618865966797, -19.588611602783203, -15.330596923828125, -15.765966415405273, -15.491178512573242, -16.573007583618164, -15.572032928466797, -17.826377868652344, -16.166170120239258, -16.390785217285156, -12.41152572631836, -18.33892250061035, -14.845808029174805, -18.237558364868164, -16.546785354614258, -18.394210815429688, -18.013038635253906, -16.636672973632812, -14.677452087402344, -15.399866104125977, -16.739774703979492, -18.11745262145996, -14.45173454284668, -15.82475471496582, -11.250497817993164, -17.796483993530273, -14.94066047668457, -15.654966354370117, -16.227998733520508, -16.645130157470703, -18.006973266601562, -15.962638854980469, -18.623538970947266, -20.63247299194336, -16.52672576904297, -14.704280853271484, -15.496854782104492, -17.988636016845703, -15.22110366821289, -17.07877540588379, -18.459501266479492, -13.800167083740234]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Police Station"". In the previous list, Sentence 1 is "|Programmer|0.0|Police Station|0.12|absent|absent|[-18.407377243041992, -15.330171585083008, -15.54067611694336, -16.223575592041016, -13.519048690795898, -19.766611099243164, -14.830942153930664, -14.970319747924805, -14.831319808959961, -15.903514862060547, -16.762428283691406, -15.265125274658203, -14.45492172241211, -16.5948486328125, -14.863826751708984, -18.646242141723633, -13.97268295288086, -17.854015350341797, -17.741397857666016, -15.057073593139648, -17.005645751953125, -14.184806823730469, -12.161483764648438, -16.568572998046875, -16.650800704956055, -15.295541763305664, -16.533912658691406, -12.900922775268555, -15.26791763305664, -13.6678466796875, -15.684453964233398, -18.55303192138672, -13.88491439819336, -17.195186614990234, -14.974096298217773, -14.760547637939453, -19.23307228088379, -10.358671188354492, -18.007966995239258, -15.341815948486328, -15.213766098022461, -14.587417602539062, -17.832605361938477, -16.533092498779297, -14.705760955810547, -16.71563720703125, -16.06048583984375, -17.02501106262207, -15.626312255859375, -15.17507553100586]
