Preamble|Person|Fan_Person|Place|Fan_Place|Dependent_Variable|True_Category
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the School"". In the previous list, Sentence 1 is "|Builder|0.02|School|0.02|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Bank"". In the previous list, Sentence 1 is "|Builder|0.02|Bank|0.12|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Hotel"". In the previous list, Sentence 1 is "|Builder|0.02|Hotel|0.14|present|present
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Restaurant"". In the previous list, Sentence 1 is "|Builder|0.02|Restaurant|0.06|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Construction Site"". In the previous list, Sentence 1 is "|Builder|0.02|Construction Site|0.02|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Library"". In the previous list, Sentence 1 is "|Builder|0.02|Library|0.04|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Office Building"". In the previous list, Sentence 1 is "|Builder|0.02|Office Building|0.02|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Pharmacy"". In the previous list, Sentence 1 is "|Builder|0.02|Pharmacy|0.02|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Courthouse"". In the previous list, Sentence 1 is "|Builder|0.02|Courthouse|0.04|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Police Station"". In the previous list, Sentence 1 is "|Builder|0.02|Police Station|0.12|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the University"". In the previous list, Sentence 1 is "|Builder|0.02|University|0.04|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Laboratory"". In the previous list, Sentence 1 is "|Builder|0.02|Laboratory|0.04|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Clinic"". In the previous list, Sentence 1 is "|Builder|0.02|Clinic|0.0|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Studio"". In the previous list, Sentence 1 is "|Builder|0.02|Studio|0.1|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Factory"". In the previous list, Sentence 1 is "|Builder|0.02|Factory|0.0|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Builder is in the Agency"". In the previous list, Sentence 1 is "|Builder|0.02|Agency|0.02|present|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Doctor is in the Hospital"". In the previous list, Sentence 1 is "|Doctor|0.14|Hospital|0.02|absent|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Doctor is in the Park"". In the previous list, Sentence 1 is "|Doctor|0.14|Park|0.04|absent|present
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Doctor is in the Farm"". In the previous list, Sentence 1 is "|Doctor|0.14|Farm|0.04|absent|absent
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Doctor is in the Church"". In the previous list, Sentence 1 is "|Doctor|0.14|Church|0.1|absent|present
